Stage_Name, Full_Name, Korean_Name, Group, Country
Soodam,Lee Soodam,이수담,SECRET NUMBER,South Korea
Denise,Kim Denise,김데니스,,South Korea
Soojin,Lee Soojin,이수진,Weeekly,South Korea
Jiyoon,Shin Jiyoon,신지윤,,South Korea
Monday,Kim Jimin,김지민 ,Weeekly,South Korea
Soeun,Park Soeun,박소은,Weeekly,South Korea
Jaehee,Lee Jaehee,이재희 ,Weeekly,South Korea
Jihan,Han Jihyo,한지효 ,Weeekly,South Korea
Zoa,Cho Hyewon,조혜원,Weeekly,South Korea
Areum,Kim Daun,김다운,AREAL,South Korea
Hyebin,Kim Hyebin,김혜빈,AREAL,South Korea
Segye,Shin Segye,신세계 ,AREAL,South Korea
Dabi,Park Jiwon,박지원,AREAL,South Korea
Eyedi,Nam Yujin,남유진,,South Korea
Haneul,Choi Haneul,최하늘,Saturday,South Korea
Juyeon,Lee Juyeon,이주연,Saturday,South Korea
Yuki,Lim Jiyeon,임지연,Saturday,South Korea
Ayeon,Son Minji,손민지,Saturday,South Korea
Minseo,Park Minseo,박민서,Saturday,South Korea
Jieun,Park Jieun,박지은,,South Korea
Goeun,Na Goeun,나고은 ,Purple Kiss,South Korea
Dosie,Jang Eunseung,장은성 ,Purple Kiss,South Korea
Ireh,Cho Seoyoung,조서영,Purple Kiss,South Korea
Yuki,Mori Koyuki,모리 코유키,Purple Kiss,Japan
Chaein,Lee Chaeyoung,이채영,Purple Kiss,South Korea
Swan,Park Soojin,박수진,Purple Kiss,South Korea
EunB,Shin Eunbi,신은비,Maka Maka,South Korea
Heesu,Kim Heesu,김희수,Maka Maka,South Korea
Daseul,Yang Daseul,양다슬,Maka Maka,South Korea
Chaewon,Lee Chaewon,이채원,Maka Maka,South Korea
Dia,Kwak Minnyeong,곽민녕,Maka Maka,South Korea
EunB,Byun Eunbi,변은비,PRECIOUS,South Korea
Jihyo,Lee Jihyo,이지효,PRECIOUS,South Korea
Hanwoom,Byun Hanwoom,변한움,PRECIOUS,South Korea
Lee Soo,Jin Isoo,진이수,PRECIOUS,South Korea
Hanbyul,Kyung Hanbyul,경한별,PRECIOUS,South Korea
Seoyoon,Kim Suyoung,김수영,BOTOPASS,South Korea
Cui Xiang,Cui Xiang,최상,BOTOPASS,China
Jiwon,Park Jiwon,박지원,BOTOPASS,South Korea
Ria,Kuwayama Ria,쿠와야마 리아,BOTOPASS,Japan
Mihee,Lee Mihee,이미희,BOTOPASS,South Korea
Harin,Seo Harin,서하린,BOTOPASS,South Korea
Shiho,Kwon Subin,권수빈,BOTOPASS,South Korea
Ahyoon,Choi Subin,최수빈,BOTOPASS,South Korea
Eseo,Noh Hyunjung,노현정,LUNARSOLAR,South Korea
Taeryeong,Lim Jeongmin,임정민,LUNARSOLAR,South Korea
Jian,Kwon Jieun,권지은,LUNARSOLAR,South Korea
Yuuri,Tokunaga Yuuri,도쿠나가 유우리,LUNARSOLAR,Japan
Sieun,Lee Sieun,이시은 ,CHECKMATE,South Korea
Suri,Kang Suri,강수리,CHECKMATE,South Korea
Karina,Yoo Jimin,유지민,aespa,South Korea
Giselle,Uchinaga Aeri,우치나가 애리,aespa,Japan
Winter,Kim Minjung,김민정,aespa,South Korea
Ningning,Ning Yizhuo,닝이쭤,aespa,China
Juhyun,Cha Juhyun,차주현,Bling Bling,South Korea
Ayamy,Suzuki Ayami,스즈키 아야미,Bling Bling,Japan
Jieun,Choi Jieun,최지은,Bling Bling,South Korea
Marin,Yasufuku Marin,야스후쿠 마린,Bling Bling,Japan
Narin,Lee Narin,이나린,Bling Bling,South Korea
Yubin,Kim Yubin,김유빈,Bling Bling,South Korea
Sumin,Bae Sumin,배수민,STAYC,South Korea
Sieun,Park Sieun,박시은,STAYC,South Korea
Isa,Lee Chaeyoung,이채영,STAYC,South Korea
Seeun,Yoon Seeun,윤세은,STAYC,South Korea
Yoon,Shim Jayoon,심자윤,STAYC,South Korea
J,Jang Yeeun,장예은,STAYC,South Korea
SongSun,Kim Songsun,김송선,TRI.BE,South Korea
Kelly,Lin Kelly,린 켈리,TRI.BE,Taiwan
Jinha,Kim Jinha,김진하,TRI.BE,South Korea
Hyunbin,Kim Hyunbin,김현빈‬,TRI.BE,South Korea
Jia,Guo Jiajia,궈 지아지아,TRI.BE,China
Soeun,Bang Soeun,방소은,TRI.BE,South Korea
Mire,Su Mire,수미레,TRI.BE,Japan
Lola,Choi Yoojung,최유정,Pixy,South Korea
Satbyeol,Jeon Yujin,전유진,,South Korea
Dia,Choi Eunji,최은지,Pixy,South Korea
Sua,Choi Sooah,최수아,Pixy,South Korea
Dajeong,Jung Dajeong,정다정,Pixy,South Korea
Sangah,Yoo Sangah,윤상아,LIGHTSUM,South Korea
Chowon,Han Chowon,한초원,LIGHTSUM,South Korea
Nayoung,Kim Nayoung,김나영,LIGHTSUM,South Korea
Hina,Nagai Hina,나가이 히나,LIGHTSUM,Japan
Juhyeon,Lee Juhyeon,이주현,LIGHTSUM,South Korea
Yujeong,Lee Yujeong,이유정,LIGHTSUM,South Korea
Huiyeon,Oh Huiyeon,오휘연,,South Korea
Jian,Kim Jian,김지안,,South Korea
Ida,Ko Chaeyoung,고채영,MAJORS,South Korea
Vita,Kim Jimin,김지민,MAJORS,South Korea
Aki,Jang Minju,장민주,MAJORS,South Korea
Suzy,Kim Suji,김수지,MAJORS,South Korea
Shinye,Kam Yerim,감예림,MAJORS,South Korea
Mayna,Simone Shaoxi Mengna,시몬느 샤오시 멍나,HOT ISSUE,China
Nahyun,Kang Nahyun,강나현,PRIMROSE,South Korea
Hyeongshin,Kim Hyungshin,김형신,HOT ISSUE,South Korea
Dana,Jang Dana,장다나,HOT ISSUE,South Korea
Yewon,Park Yewon,박예원,HOT ISSUE,South Korea
Yebin,Kim Yebin,김예빈,HOT ISSUE,South Korea
Dain,Jung Dain,정다인,HOT ISSUE,South Korea
Momoka,Matsuda Momoka,마쓰다 모모카,Pink Fantasy,Japan
Miku,Katae Miku,카타에 미쿠,Pink Fantasy,Japan
Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,Tiny-G,Thailand
Dohee,Min Dohee,민도희,Tiny-G,South Korea
J.Min,Shin Minjung,신민정,Tiny-G,South Korea
Myungji,Kim Myungji,김명지,Tiny-G,South Korea
E.Ji,Choi Jiwon,최지원,ICHILLIN',South Korea
Jackie,Kang Chaeyeon,강채연,ICHILLIN',USA
Joonie,Park Junhee,박준희,ICHILLIN',USA
Chaerin,Park Chaerin,박채린,ICHILLIN',South Korea
Sohee,Uhm Sohee,음소희,,South Korea
Yeju,Kim Yeju,김예주,ICHILLIN',South Korea
Chowon,Kim Chowon,김초원,ICHILLIN',South Korea
Eunchae,Son Eunchae,손은채,bugAboo,South Korea
Yoona,Ogura Yuuna,오구라 유우나,bugAboo,Japan
Rainie,Chu Chingyu,주칭위,PRIMROSE,Taiwan
Cyan,Lee Chaeeun,이채은,bugAboo,South Korea
Choyeon,Kim Choyeon,김초연,bugAboo,South Korea
Zin,Jin Hyunbin,진현빈,bugAboo,South Korea
Moon Sua,Moon Sua,문수아,Billlie,South Korea
Suhyeon,Kim Suhyun,김수현,Billlie,South Korea
Haram,Kim Haram,김하람,Billlie,South Korea
Tsuki,Fukutomi Tsuki,후쿠토미 츠키,Billlie,Japan
Siyoon,Kim Siyoon,김시윤,Billlie,South Korea
Haruna,Osato Haruna,오사토 하루나,Billlie,Japan
Youngheun,Go Youngheun,고영흔,,South Korea
Fatou,Fatou Samba,파투 삼바,Blackswan,Belgium
Judy,Kim Dahye,김다혜,,South Korea
Leia,Larissa Kartes,라리사 카르치스,Blackswan,Brazil
Lee Jin,Shim Yerin,심예린,Hi-L,South Korea
Soojung,Hwang Soojung,황수정,Hi-L,South Korea
Dakyung,Jung Dakyung,정다경,Hi-L,South Korea
JooA,Lee Juhyun,이주현,Hi-L,South Korea
Hayun,Choi Hayun,최하윤,Hi-L,South Korea
Yeseul,Kim Yeseul,김예슬,Hi-L,South Korea
Sullyoon,Seol Yoona,설윤아,NMIXX,South Korea
Jinni,Choi Yujin,최윤진,,South Korea
Bae,Bae Jinsol,배진솔,NMIXX,South Korea
Jiwoo,Kim Jiwoo,김지우,NMIXX,South Korea
Kyujin,Jang Kyujin,장규진,NMIXX,South Korea
Mashiro,Sakamoto Mashiro,사카모토 마시로,Kep1er,Japan
Hikaru,Ezaki Hikaru,에자키 히카루 ,Kep1er,Japan
Youngeun,Seo Youngeun,서영은,Kep1er,South Korea
"Dayeon
","Kim Dayeon
","김다연
",Kep1er,South Korea
Chaehyun,Kim Chaehyun,김채현,Kep1er,South Korea
Bahiyyih,Huening Bahiyyih,휴닝바히에,Kep1er,USA
XiaoTing,Shen Xiao Ting,션샤오팅,Kep1er,China
Sheon,Kim Suyeon,김수연,Billlie,South Korea
Gaeul,Kim Gaeul,김가을,IVE,South Korea
Rei,Naoi Rei,나오이 레이,IVE,Japan
Liz,Kim Jiwon,김지원,IVE,South Korea
Leeseo,Lee Hyunseo,이현서,IVE,South Korea
Sitala,Sitala Wongkrachang,시탈라 웡크라창,,Thailand
Seoi,Lee Yejin,이예진,H1-KEY,South Korea
Riina,Lee Seunghyeon,이승현,H1-KEY,South Korea
Yel,Han Shinyoung,한신영,H1-KEY,South Korea
Hana,Hayase Hana,하야세 하나,ILY:1,Japan
Ara,Lee Yunji,이윤지,ILY:1,South Korea
Rona,Chang Ching,장찡,ILY:1,Taiwan
Ririka,Kishida Ririka,키시다 리리카,ILY:1,Japan
Nayu,Kim Yewon,김예원,ILY:1,South Korea
Elva,Lee Yonghwa,이용화,ILY:1,South Korea
Lily,Lily Jin Morrow,릴리 진 머로우,NMIXX,Australia
Haewon,Oh Haewon,오해원,NMIXX,South Korea
Alice,Cheon Jaeyoung,천재영,TRACER,South Korea
Genie,Cho Heejin,조희진,TRACER,South Korea
Sowon,Nam Soeun,남소은,TRACER,South Korea
Yubeen,Jin Yubeen,진유빈,TRACER,South Korea
Jimin,Won Jimin,원지민,CLASS:y,South Korea
Seonyu,Kim Seonyu,김선유,CLASS:y,South Korea
Hyeju,Hong Hyeju,홍혜주,CLASS:y,South Korea
Riwon,Kim Riwon,김리원,CLASS:y,South Korea
Boeun,Park Boeun,박보은,CLASS:y,South Korea
Chaewon,Yoon Chaewon,윤채원,CLASS:y,South Korea
Yunjin,Huh Yunjin,허윤진,LE SSERAFIM,South Korea
Kazuha,Nakamura Kazuha,나카무라 카즈하,LE SSERAFIM,Japan
Garam,Kim Garam,김가람,,South Korea
Eunchae,Hong Eunchae,홍은채,LE SSERAFIM,South Korea
EJ,Kim Eunji,김은지,ALICE,South Korea
Chaejeong,Lee Chaejeong,이채정,ALICE,South Korea
Via,Kim Via,김비아,FANATICS,South Korea
Rayeon,Lee Rayeon,이나연,FANATICS,South Korea
Chanty,Maria Chantal Videla,마리아 샹탈 비델라,Lapillus,Philippines
Shana,Nonaka Shana,노나카 샤나,Lapillus,Japan
Yue,Nancy Yang,낸시 양,Lapillus,USA
Bessie,Kim Susanna,김수산나,Lapillus,South Korea
Seowon,Jang Seowon,장서원,Lapillus,South Korea
Haeun,Lim Haeun,임하은,Lapillus,South Korea
Hwiseo,Jo Hwihyeon,조휘현,H1-KEY,South Korea
Yooyeon,Kim Yooyeon,김유연,tripleS,South Korea
Seoyeon,Yoon Seoyeon,윤서연,tripleS,South Korea
Jiwoo,Lee Jiwoo,이지우,tripleS,South Korea
Hyerin,Jeong Hyerin,정혜린,tripleS,South Korea
Minji,Kim Minji,김민지,NewJeans,South Korea
Hanni,Pham Ngoc Han,팜응옥헌,NewJeans,Vietnam
Danielle,Mo Jihye,모지혜,NewJeans,South Korea
Haerin,Kang Haerin,강해린,NewJeans,South Korea
Hyein,Lee Hyein,이혜인,NewJeans,South Korea
Chloe,Yun Jiwon,윤지원,Cignature,South Korea
Dohee,Kwon Dohee,권도희,Cignature,South Korea
MiU,Ito Miyu,이토 미유,LIMELIGHT,Japan
Suhye,Kim Suhye,김수혜,LIMELIGHT,South Korea
Gaeun,Oh Gaeun,오가은,LIMELIGHT,South Korea
Geumhee,Han Geumhee,한금희,CSR,South Korea
Sihyeon,Hwang Sihyeon,황시현,CSR,South Korea
Seoyeon,Ahn Seoyeon,안서연,CSR,South Korea
Yuna,Iimura Yuna,이이무라 유나,CSR,Japan
Duna,Kang Duna,강두나,CSR,South Korea
Sua,Yoo Sua,유수아,CSR,South Korea
Yeham,Gu Yeham,구예함,CSR,South Korea
Ruka,Kawai Ruka,카와이 루카,BABYMONSTER,Japan
Pharita,Pharita Chaikong,파리따 차이콩,BABYMONSTER,Thailand
Asa,Enami Asa,에나미 아사,BABYMONSTER,Japan
Ahyeon,Jung Ahyeon,정아현,BABYMONSTER,South Korea
Haram,Shin Haram,신하람,BABYMONSTER,South Korea
Rora,Lee Dain,이다인,BABYMONSTER,South Korea
Chiquita,Riracha Phondechaphiphat,리라차 폰데차피팟,BABYMONSTER,Thailand
Soomin,Kim Soomin,김수민,tripleS,South Korea
Nakyung,Kim Nakyung,김나경,tripleS,South Korea
Yubin,Gong Yubin,공유빈,tripleS,South Korea
Kaede,Yamada Kaede,야마다 카에데,tripleS,Japan
Dahyun,Seo Dahyun,서다현,tripleS,South Korea
Kotone,Kamimoto Kotone,카미모토 코토네,tripleS,Japan
Yeonji,Kwak Yeonji,곽연지,tripleS,South Korea
Yeum,Jung Myeongwoo,정명우,,South Korea
Ruby,Heo Jiwon,허지원,PRIMROSE,South Korea
Yubin,Oh Yubin,오유빈,ARTBEAT,South Korea
Seyoung,Ha Seyoung,하세영,ARTBEAT,South Korea
Yoojin,Ahn Yoojin,안유진,ARTBEAT,South Korea
Damhee,Park Damhee,박담희,ARTBEAT,South Korea
Gaeun,Lee Gaeun,이가은,ARTBEAT,South Korea
Sieun,Lee Sieun,이시은,ARTBEAT,South Korea
Haeun,Lee Haeun,윤하은,ARTBEAT,South Korea
Windy,Park Jinju,박진주,Girls' World,South Korea
Kyrin,Park Geumju,박금주,Girls' World,South Korea
A-ra,Choi Eunji,최은지,Girls' World,South Korea
Hari,,,Girls' World,Japan
Nina,Nina Nadia Mateer,니나 나디아 마티어,IRRIS,Australia
Hyori,Inn Hyori,인효리,mimiirose,South Korea
Yeonjae,Choi Yeonjae,최연재,mimiirose,South Korea
Yewon,Han Yewon,한예원,mimiirose,South Korea
Jia,Yoon Jia,윤지아,mimiirose,South Korea
Yunju,Seo Yunju,서윤주,mimiirose,South Korea
Hannah,Bae Hyunyoung,배현영,Queenz Eye,South Korea
Narin,Lee Eunseo,이은서,Queenz Eye,South Korea
Wonchae,Hwang Chaewon,황채원,Queenz Eye,South Korea
Ahyoon,Shin Ahyoon,신아윤,Queenz Eye,South Korea
Damin,Kang Damin,강다민,Queenz Eye,South Korea
Jenna,Kim Minji,김민지,,South Korea
Doa,Im Youngseo,임영서,We;Na,South Korea
Euna,,,We;Na,South Korea
Yeonseo,Ryu Yeonseo,류연서,We;Na,South Korea
Wony,Ahn Seungwon,안승원,We;Na,South Korea
Keena,Song Jakyung,송자경,FIFTY FIFTY,South Korea
Saena,Jung Sehyun,정세현,FIFTY FIFTY,South Korea
Sio,Jeong Jiho,정지호,FIFTY FIFTY,South Korea
Aran,Jeong Eunah,정은아,FIFTY FIFTY,South Korea
Rinji,Hwang Rinji,황린지,Pixy,South Korea
Roa,Kwak Jieun,곽지은,,South Korea
Chi.u,Lee Jaeyi,이재이,,South Korea
E.sha,Kwon Yena,권예나,X:IN,Australia
Nova,Maria Pavlovna Emelyanova,마리아 파블로브나 에멜야노바,X:IN,Russia
Aria,Baby Gauthami,베이비 고타미,X:IN,India
Jiyoon,Jeong Jiyoon,정지윤,ICHILLIN',South Korea
Minji,Park Minji,박민지,SECRET NUMBER,South Korea
Zuu,Ji Yeongju,지영주,SECRET NUMBER,South Korea
Yeonsu,Ryu Yeonsu,류연수,ADYA,South Korea
Seowon,Jung Seowon,정서원,ADYA,South Korea
Sena,Lim Yena,임예나,ADYA,South Korea
Chaeeun,Yoon Chaeeun,윤채은,ADYA,South Korea
Seungchae,Cho Seungchae,조승채,ADYA,South Korea
Natty,Ahnatchaya Suputhipong,아낫차야 수푸티퐁,KISS OF LIFE,Thailand
Suhyun,Yoo Suhyun,유수현,KELT9b,South Korea
Euijeong,Yeon Euijeong,연의정,KELT9b,South Korea
Lua,,,KELT9b,South Korea
Minju,Seo Minju,서민주,KELT9b,South Korea
Youngjae,Jo Youngjae,주영채,KELT9b,South Korea
Chaerin,Lee Chaerin,이채린,KELT9b,South Korea
Nvee,Florence Alena Smith,플로렌스 알레나 스미스,Blackswan,USA
Gabi,Gabriela Strassburger Dalcin,가브리엘라 스트라스부르거 달신,Blackswan,Brazil
Sriya,Sriya Lenka,스리야 렌카,Blackswan,India
Belle,Shim Hyewon,심혜원,KISS OF LIFE,South Korea
Haneul,Won Haneul,원하늘,KISS OF LIFE,South Korea
Julie,Julie Han,쥴리한,KISS OF LIFE,South Korea
Nien,Hsu Nien Tsu,쉬니엔츠,tripleS,Taiwan
Sohyun,Park Sohyun,박소현,tripleS,South Korea
Xinyu,Zhou Xinyu,저우신위,tripleS,China
Mayu,Kouma Mayu,코우마 마유,tripleS,Japan
Lynn,Kawakami Rin,카와카미 린,tripleS,Japan
Joobin,Joo Bin,주빈,tripleS,South Korea
Hayeon,Jeong Hayeon,정하연,tripleS,South Korea
Shion,Park Shion,박시온,tripleS,South Korea
Hayun,Ha Seyun,하세윤,PRIMROSE,South Korea
Sunhye,Jeong Sunhye,정선혜,YOUNG POSSE,South Korea
Yeonjung,Wi Yeonjung,위연정,YOUNG POSSE,South Korea
Jiana,Noh Jihyeon,노지현,YOUNG POSSE,South Korea
Doeun,Kim Doeun,김도은,YOUNG POSSE,South Korea
Jieun,Han Jieun,한지은,YOUNG POSSE,South Korea
Yeyoung,Choi Yeyoung,최예영,Geenius,South Korea
Sion,Ryu Sion,류시온,Geenius,South Korea
Mika,Yu Dahyun,유다현,Geenius,South Korea
Zoe,Choi Hayoung,최하영,Geenius,Italia
Andamiro,Yeon Seongju,연승주,Geenius,South Korea
Nizz,Hwang Sujeong,황수정,X:IN,South Korea
Hannah,Kang Minkyung,강민경,X:IN,South Korea
Yunah,Noh Yunah,윤아,ILLIT,South Korea
Minju,Park Minju,민주,ILLIT,South Korea
Moka,Sakai Moka,모카,ILLIT,Japan
Wonhee,Lee Wonhee,원희,ILLIT,South Korea
Iroha,Hokazono Iroha,이로하,ILLIT,Japan