Name, Picture_URL, Group, test
Sungkyu,https://kprofiles.com/wp-content/uploads/2020/12/Sungkyu-1-640x800.jpg,1/N
Hoon,https://kprofiles.com/wp-content/uploads/2020/12/Hoon-640x800.jpg,1/N
Yehyun,https://kprofiles.com/wp-content/uploads/2020/12/Yehyun-640x800.jpg,1/N
Myoungsoo,https://kprofiles.com/wp-content/uploads/2020/12/Myoungsoo-640x800.jpg,1/N
Soonwoo,https://kprofiles.com/wp-content/uploads/2020/12/Soonwoo-640x800.jpg,1/N
Xiwoo,https://kprofiles.com/wp-content/uploads/2016/12/XIWOO-533x800.jpg,24K+
Kiyong,https://kprofiles.com/wp-content/uploads/2016/12/KIYONG-533x800.jpg,24K+
Imchan,https://kprofiles.com/wp-content/uploads/2016/12/IMCHAN-533x800.jpg,24K+
Yuma,https://kprofiles.com/wp-content/uploads/2016/12/YUMA-533x800.jpg,24K+
Takeru,https://kprofiles.com/wp-content/uploads/2016/12/TAKERU-533x800.jpg,24K+
Changsun (창선),https://kprofiles.com/wp-content/uploads/2016/12/Epw2xasU8AMIGlD-533x800.jpg,24K+
Youngwoong,https://kprofiles.com/wp-content/uploads/2016/12/Ep2MQsSVoAE4MHb-533x800.jpg,24K+
Dojun,https://kprofiles.com/wp-content/uploads/2016/12/Dojun-1-533x800.jpg,24K+
Youmin,https://kprofiles.com/wp-content/uploads/2016/12/IMG_5716.jpg,24K+
Kisu,https://kprofiles.com/wp-content/uploads/2016/12/Kisu-533x800.jpg,24K+
Hongseob,https://uploads.disquscdn.com/images/3c1e26464827f25fe2e0e16450a7f3f1772ce108eab74a4ceee47d92eff5939b.jpg?w=800&h,24K+
Jinhong,https://uploads.disquscdn.com/images/fe1b2255204ea8daacb615d4b1fef9ca92b6a68155de696b2a10ddafcf33b2da.jpg?w=800&h=850,24K+
Jeonguk,https://kprofiles.com/wp-content/uploads/2016/12/3-Jeonguk-533x800.jpg,24K+
Cory,https://uploads.disquscdn.com/images/6ff6e763451bdbe4a8d8e83b66c016e10664fd69bacc702fde6c768010298188.jpg?w=800&h,24K+
Hui,https://kprofiles.com/wp-content/uploads/2016/12/Hui-1-533x800.jpg,24K+
Daeil,https://kprofiles.com/wp-content/uploads/2016/12/Daeil-533x800.jpg,24K+
Sungoh,https://kprofiles.com/wp-content/uploads/2016/12/Sungoh-900x600.jpg,24K+
Byungho,https://kprofiles.com/wp-content/uploads/2016/12/Byungho.jpg,24K+
Seokjun,https://kprofiles.com/wp-content/uploads/2016/12/Seokjin.jpg,24K+
2AM,https://uploads.disquscdn.com/images/38c0c42c077136d3fbed37877d7ae92f651f5d2493dbbadeed4ab99955a4c01d.jpg?w=800&h=535,2AM
Jokwon,https://uploads.disquscdn.com/images/654b5b19a16a1a819883e6fde3254bf017dfc7c70d013a22407e9726a329b5c8.png?w=800&h=800,2AM
Changmin,https://uploads.disquscdn.com/images/30dedf9370e787a463f1593ae20e575bfa84b8d0dcd47c80cc79fd979e169690.png?w=800&h=988,2AM
Seulong,https://uploads.disquscdn.com/images/39422bda4773530a90b1ce84ac12011707fc3a8ef05e212fd63af66acfcfd165.jpg?w=800&h=988,2AM
Jinwoon,https://uploads.disquscdn.com/images/b9fdb3a38447f11e278cfb3bf7a097d1e1f9e20c40da93fe2c9da537cbd87f85.jpg?w=800&h=988,2AM
Jun.K,https://kprofiles.com/wp-content/uploads/2016/04/1-Jun.K-533x800.jpg,2PM
Nichkhun,https://kprofiles.com/wp-content/uploads/2016/04/2-Nichkhun-533x800.jpg,2PM
Taecyeon,https://kprofiles.com/wp-content/uploads/2016/04/4-Taecyeon-533x800.jpg,2PM
Wooyoung,https://kprofiles.com/wp-content/uploads/2016/04/3-Wooyoung-533x800.jpg,2PM
Junho,https://kprofiles.com/wp-content/uploads/2016/04/5-Junho-533x800.jpg,2PM
Chansung,https://kprofiles.com/wp-content/uploads/2016/04/6-Chansung-533x800.jpg,2PM
"Jaebeom, later known by the stage name Jay Park",https://kprofiles.com/wp-content/uploads/2016/04/Jay-Park-900x596.jpg,2PM
Bumjun,https://kprofiles.com/wp-content/uploads/2019/12/2z-bumjin-640x800.jpg,2Z
ZUNON,https://kprofiles.com/wp-content/uploads/2019/12/2z-zunon-1-640x800.jpg,2Z
Hojin,https://kprofiles.com/wp-content/uploads/2019/12/2z-hojin-1-640x800.jpg,2Z
Jiseob,https://kprofiles.com/wp-content/uploads/2019/12/2z-jiseob-640x800.jpg,2Z
Junghyun,https://kprofiles.com/wp-content/uploads/2019/12/2z-junghyun-1-640x800.jpg,2Z
Hyunwoong (현웅),https://uploads.disquscdn.com/images/290435648d6287ef91765378a98cd65288d146577077954ddad6c4b4922fd0a3.jpg?w=800&h=600,2Z
3RACHA,https://i1.sndcdn.com/artworks-000669580951-htjgf6-t500x500.jpg,3RACHA
CB97,https://pbs.twimg.com/media/E8wpVidVIAAjgSh?format=jpg&name=4096x4096,3RACHA
SPEARB,https://pbs.twimg.com/media/E8wgvshUcAInZnW?format=jpg&name=4096x4096,3RACHA
J.ONE,https://pbs.twimg.com/media/E8woZuUVIAMMNYJ?format=jpg&name=4096x4096,3RACHA
Kim Donghyun,https://kprofiles.com/wp-content/uploads/2023/12/GCzk5r0a0AAxsEi-534x800.jpeg,3WAY (WWW)
Kawamura Ryo,https://kprofiles.com/wp-content/uploads/2023/12/GFuQ79WbMAAcIYo-534x800.jpeg,3WAY (WWW)
Woo Jeongyoon,https://kprofiles.com/wp-content/uploads/2023/12/GCzkxdjagAAaKQ9-534x800.jpeg,3WAY (WWW)
Jeon Wooseok,https://kprofiles.com/wp-content/uploads/2023/12/GCzkxdnbsAA_7QU-534x800.jpeg,3WAY (WWW)
Rintaro,https://kprofiles.com/wp-content/uploads/2023/12/GCzk5r0bEAAEuDi-534x800.jpeg,3WAY (WWW)
Haesol,https://kprofiles.com/wp-content/uploads/2023/12/GCzkxdlbwAAz7zz-534x800.jpeg,3WAY (WWW)
,https://s.w.org/images/core/emoji/14.0.0/svg/1f642.svg,3WAY (WWW)
3WAY,https://s.w.org/images/core/emoji/14.0.0/svg/1f642.svg,3WAY (WWW)
Yangeop,https://kprofiles.com/wp-content/uploads/2021/05/Lee-Yangup-683x1024.jpg,5but
Junhyeok,https://kprofiles.com/wp-content/uploads/2021/05/Junhyeok-Yang-683x1024.jpg,5but
Hyeok,https://kprofiles.com/wp-content/uploads/2021/05/Son-Hyeok-1024x964.jpg,5but
Hyesu,https://kprofiles.com/wp-content/uploads/2021/05/80800587_1617080379308_2_600x600.jpeg,5but
Jinhyung,https://kprofiles.com/wp-content/uploads/2021/05/Progressive-683x1024.jpg,5but
,https://s.w.org/images/core/emoji/13.0.1/svg/1f642.svg,5but
5TION Facts and Ideal Types,https://kprofiles.com/wp-content/uploads/2019/12/Group-6-900x600.jpg,5TION
Roy (로이),https://kprofiles.com/wp-content/uploads/2019/12/Roy-533x800.jpg,5TION
Noa,https://kprofiles.com/wp-content/uploads/2019/12/Noa-533x800.jpg,5TION
Len,https://kprofiles.com/wp-content/uploads/2019/12/Len-533x800.jpg,5TION
Marine,https://kprofiles.com/wp-content/uploads/2019/12/Marine-533x800.jpg,5TION
Kyne (카인),https://kprofiles.com/wp-content/uploads/2019/12/Kyne.jpg,5TION
Boseok,https://kprofiles.com/wp-content/uploads/2019/12/Boseok.jpg,5TION
Hyun,https://kprofiles.com/wp-content/uploads/2019/12/Hyun.jpg,5TION
Wooil,https://kprofiles.com/wp-content/uploads/2019/12/Wooil-533x800.jpg,5TION
Chanmin,https://kprofiles.com/wp-content/uploads/2019/12/Chanmin.jpg,5TION
Seokho,https://kprofiles.com/wp-content/uploads/2019/12/Seok-Ho.jpg,5TION
Taekyung,https://kprofiles.com/wp-content/uploads/2019/12/Taekyung.jpg,5TION
Hoon,https://kprofiles.com/wp-content/uploads/2022/06/1656535725945-792x800.png,828
Junhyeok,https://kprofiles.com/wp-content/uploads/2022/06/1656535791163-695x800.png,828
Minseung,https://kprofiles.com/wp-content/uploads/2022/06/1656535646499-797x800.png,828
,https://s.w.org/images/core/emoji/13.0.1/svg/1f642.svg,828
Seongil,https://kprofiles.com/wp-content/uploads/2023/02/CHO-SEONGIL-1-601x800.jpg,82MAJOR
Yechan,https://kprofiles.com/wp-content/uploads/2023/02/YOON-YECHAN-1-601x800.jpg,82MAJOR
Seongmo,https://kprofiles.com/wp-content/uploads/2023/02/NAM-SEONGMO-1-601x800.jpg,82MAJOR
Seongbin,https://kprofiles.com/wp-content/uploads/2023/02/HWANG-SEONGBIN-1-601x800.jpg,82MAJOR
Seokjoon,https://kprofiles.com/wp-content/uploads/2023/02/PARK-SEOKJOON-1-601x800.jpg,82MAJOR
Dogyun,https://kprofiles.com/wp-content/uploads/2023/02/KIM-DOGYUN-1-900x676.jpg,82MAJOR
Seongho,https://kprofiles.com/wp-content/uploads/2023/08/80730313_1674204039705_2_600x600.jpeg,87dance
Junyoung,https://kprofiles.com/wp-content/uploads/2023/08/80678541_1674204097662_2_600x600.jpeg,87dance
BETHEBLUE,https://kprofiles.com/wp-content/uploads/2023/08/80478291_1674204124243_2_600x600.jpeg,87dance
,https://s.w.org/images/core/emoji/13.0.1/svg/1f642.svg,87dance
8TURN (에잇턴),https://kprofiles.com/wp-content/uploads/2022/10/8TURN-900x600.jpg,8TURN
Jaeyun,https://kprofiles.com/wp-content/uploads/2022/10/JAEYUN-533x800.jpg,8TURN
Myungho,https://kprofiles.com/wp-content/uploads/2022/10/MYUNGHO-533x800.jpg,8TURN
Minho,https://kprofiles.com/wp-content/uploads/2022/10/MINHO-533x800.jpg,8TURN
Yoonsung,https://kprofiles.com/wp-content/uploads/2022/10/YOONSUNG-533x800.jpg,8TURN
Haemin,https://kprofiles.com/wp-content/uploads/2022/10/HAEMIN-533x800.jpg,8TURN
Kyungmin,https://kprofiles.com/wp-content/uploads/2022/10/KYUNGMIN-533x800.jpg,8TURN
Yungyu,https://kprofiles.com/wp-content/uploads/2022/10/YUNGYU-533x800.jpg,8TURN
Seungheon,https://kprofiles.com/wp-content/uploads/2022/10/SEUNGHEON-533x800.jpg,8TURN
Jeongmok,https://kprofiles.com/wp-content/uploads/2020/08/37f8809b93dd2bcc5ffb9a68926206e43853a5cf7dab32aaeb8900cf671ceedb-600x800.jpg,9 and the Numbers
BOY.D,https://kprofiles.com/wp-content/uploads/2020/08/af4e21eb72fe23d8bccfae8e20c01bc1a96cdf739446ae00fbd2236601c12166-613x800.jpg,9 and the Numbers
Coolbursut,https://kprofiles.com/wp-content/uploads/2020/08/84684b5cc6dd825e3c905d6abcb817eb95833227fe14ca4106ba9fc36b27a70f-600x800.jpg,9 and the Numbers
JO GON,https://kprofiles.com/wp-content/uploads/2020/09/JO-GON-533x800.jpg,9001 (Ninety O One)
WON WOO,https://kprofiles.com/wp-content/uploads/2020/09/WON-WOO-533x800.jpg,9001 (Ninety O One)
JU WON,https://kprofiles.com/wp-content/uploads/2020/09/JU-WON-533x800.jpg,9001 (Ninety O One)
UEI GEON,https://kprofiles.com/wp-content/uploads/2020/09/UEI-GEON-533x800.jpg,9001 (Ninety O One)
Jese (제세),https://kprofiles.com/wp-content/uploads/2020/08/9001-Jese-726x800.jpg,9001 (Ninety O One)
Oh Junseok,https://kprofiles.com/wp-content/uploads/2022/05/JUNSEOK-2-900x600.jpg,ATBO
Ryu Junmin,https://kprofiles.com/wp-content/uploads/2022/05/JUNMIN-1-533x800.jpg,ATBO
Bae Hyunjun,https://kprofiles.com/wp-content/uploads/2022/05/HYUNJUN-1-533x800.jpg,ATBO
Seok Rakwon,https://kprofiles.com/wp-content/uploads/2022/05/RAKWON-1-900x600.jpg,ATBO
Jeong Seunghwan,https://kprofiles.com/wp-content/uploads/2022/05/SEUNGHWAN-533x800.jpg,ATBO
Kim Yeonkyu,https://kprofiles.com/wp-content/uploads/2022/05/YEONKYU-533x800.jpg,ATBO
Won Bin,https://kprofiles.com/wp-content/uploads/2022/05/WONBIN-533x800.jpg,ATBO
Park Junhee,https://kprofiles.com/wp-content/uploads/2017/01/PARK-JUNHEE-1-900x600.jpg,A.C.E
Lee Donghun,https://kprofiles.com/wp-content/uploads/2017/01/LEE-DONGHUN-1-900x600.jpg,A.C.E
Wow,https://kprofiles.com/wp-content/uploads/2017/01/WOW-2-900x600.jpg,A.C.E
Kim Byeongkwan,https://kprofiles.com/wp-content/uploads/2017/01/KIM-BYEONGKWAN-1-900x600.jpg,A.C.E
Kang Yuchan,https://pbs.twimg.com/media/E9kcQqcUcAIrN2M?format=jpg&name=large,A.C.E
A.Cian,https://kprofiles.com/wp-content/uploads/2017/02/ACIAN-900x600.jpg,A.Cian
Jungsang,https://kprofiles.com/wp-content/uploads/2017/02/Jungsang.jpg,A.Cian
Hyukjin,https://kprofiles.com/wp-content/uploads/2017/02/Hyukjin.jpg,A.Cian
Sanghyeon,https://kprofiles.com/wp-content/uploads/2017/02/Sanghyeon.jpg,A.Cian
Jin.O,https://kprofiles.com/wp-content/uploads/2017/02/Jin.O.jpg,A.Cian
U-Tae (우태),https://kprofiles.com/wp-content/uploads/2017/02/UTae.jpg,A.Cian
Seulgi,https://kprofiles.com/wp-content/uploads/2017/02/Seulgi-1.jpg,A.Cian
Chanhee,https://kprofiles.com/wp-content/uploads/2017/02/Changje.jpg,A.Cian
Crooge,https://kprofiles.com/wp-content/uploads/2017/02/Crooge.jpg,A.Cian
Hidden,https://kprofiles.com/wp-content/uploads/2017/02/Hidden.jpg,A.Cian
Lo-J,https://kprofiles.com/wp-content/uploads/2017/02/Lo-J.jpg,A.Cian
Sehee,https://kprofiles.com/wp-content/uploads/2017/02/Sehee.jpg,A.Cian
A.M.P M,https://kprofiles.com/wp-content/uploads/2024/02/A.M.P-900x599.jpg,A.M.P
Kyungjun,https://kprofiles.com/wp-content/uploads/2024/02/Kyungjun-534x800.jpg,A.M.P
Kim Shin,https://kprofiles.com/wp-content/uploads/2024/02/Kim-Shin-900x600.jpg,A.M.P
Josh,https://kprofiles.com/wp-content/uploads/2024/02/Josh-1-570x800.jpg,A.M.P
Hyonseo,https://kprofiles.com/wp-content/uploads/2024/02/Hyonseo-532x800.jpg,A.M.P
